,pid
1918999,846998
556712,238820
1533028,683857
368173,157369
554882,238186
2217595,982196
1095955,481685
1014591,444134
1438610,643841
2193371,970902
616419,265053
147515,61964
2151079,949764
1575660,702301
1276983,566259
734938,320205
1363650,608145
1022619,447424
1192395,526069
1591715,710053
2123651,938015
1773605,785463
2213330,980324
1280039,568482
1667331,741864
2250688,997728
589193,252984
1357513,605087
494330,211394
2084503,922499
1726801,766354
1227135,544266
1037335,454373
327232,138853
2141599,945971
1581398,705361
1955790,864435
584487,251258
1320405,587209
617451,265343
643512,278449
1031601,451709
2205240,975998
2207116,976970
827432,359010
1837268,811345
1106671,486725
1119563,491206
1573617,701630
508871,218706
999752,438253
989045,433389
94782,40531
1033236,452596
2137014,943752
1619461,721710
830636,360090
908573,396079
1429620,640006
1566302,698443
1658739,738359
81641,34593
48409,21444
632374,273570
1183131,521862
1915184,844869
1891368,834395
1833214,809508
2116820,935082
1308071,581818
1702226,756329
1616952,720643
1445038,646684
634531,274084
1985225,878454
1571674,700956
1177459,519672
1210315,535351
166286,70215
2179941,963756
887146,386857
1008623,441574
2160436,954544
206959,87241
834334,362167
760286,331469
2228298,987178
833866,361652
2106164,930134
738698,322266
740546,322917
906969,395501
772708,336462
2109016,931002
350888,148723
1993684,882515
2244511,995341
1720032,763993
2093384,925572
1847423,816224
960458,421560
2110957,932074
1324572,589484
136926,58139
536540,231175
422906,179764
315073,132830
1523708,680358
1598368,712356
1720279,764116
868744,378743
1925088,849788
655637,284413
1466402,655312
359078,152377
870187,379583
412006,175470
378753,161841
2132022,941720
2029129,898588
1205735,533261
1109688,487951
1098726,482987
1243167,551293
61463,27192
545579,234684
324021,137602
84977,35965
1063986,466729
233567,97968
240845,101176
1639041,730551
42075,19364
1674280,745194
371195,158248
1589445,709246
989877,433787
1111577,488849
623568,268713
1537927,685799
1358895,605365
365168,155465
1582884,706408
575111,247161
199756,84125
2011167,890436
1000017,438311
1954677,863923
651553,282647
819649,355427
1170413,515817
582623,250437
1201386,531310
1950247,862058
1797085,794599
1031349,451293
1935091,855287
218588,91877
445024,188443
538906,232106
342314,144679
749610,325849
659604,286401
2212013,979674
725688,316298
1699178,755289
24252,10570
200256,84457
1859849,821146
800175,347762
504013,216308
764021,333213
1136523,499324
373904,159928
1131824,496817
1906243,841368
894439,389776
435900,184668
1379709,616592
1542728,687836
1733901,768610
1535418,684787
1953314,863384
2082682,921751
541688,233156
1802265,797076
840002,364572
1794816,793800
213847,89994
543915,234013
985065,431923
1710751,760475
1688566,750763
252842,106169
890781,388631
2111937,932465
546319,234961
663611,288088
99431,42227
313512,132212
440092,186595
1591169,709879
1952198,863030
1765279,782505
127363,53910
1372102,612881
773968,336927
20256,8528
859239,374780
1037470,454377
1287542,571622
1692838,753003
1105024,486060
1707516,758901
1687421,749948
1755338,777252
1424896,637739
1650228,734812
1446253,646908
1865721,823104
811294,352493
1285576,570728
2050078,907788
90448,38818
2161179,954899
1167664,514768
224431,94595
1595105,711163
2153613,951038
1250952,553991
1092480,480296
1768798,783754
2061002,912760
1212325,536266
831340,360224
1709205,759645
1844534,815171
414636,176665
275930,115132
441620,187155
231587,97224
728204,317287
104363,44103
565486,243282
245571,103101
2047429,906757
320452,135734
188776,79415
1673287,744775
700041,304706
2070715,916482
160800,67502
1704089,757323
1284880,570585
1343339,598322
114753,48590
56879,24943
1757231,778269
948787,415423
1570588,700639
2034032,900359
547306,235354
71645,30734
1159959,511040
1546409,689365
1473013,657921
741990,323261
899368,391980
1977130,874608
1032846,452436
2073090,917854
549586,236020
664103,288243
1437974,643679
1095739,481537
1113471,489416
2226854,986443
2055294,909609
1133726,497528
273356,113873
2186991,966983
782778,340904
2197578,973152
42694,19584
758704,330607
1158533,510325
241589,101415
106092,45063
2159218,953719
160140,67245
1262328,560096
1025773,448731
1532857,683814
115737,49085
1489650,664928
204312,86439
186637,78782
576106,247525
711052,309938
1699517,755579
1053767,462302
1978670,875127
685291,298116
1620925,722301
994088,436058
1974848,873847
1554343,693165
357688,151650
647871,280977
1476854,659710
402540,171271
1698077,754317
170268,71923
199223,83820
2151938,950044
997821,437592
1007594,441018
84853,35875
749853,325974
2009744,889713
875622,381620
530267,228103
1783572,789106
1388132,619986
1334467,594169
424653,180416
1124636,492910
942739,412191
347346,146895
1875931,828253
1552340,692468
585587,251651
1788885,790989
1264300,560879
433145,183766
1866457,823386
940678,411179
755883,328640
1806858,799193
736200,320917
1713339,761604
704421,307185
477543,203455
1507097,673864
555645,238387
150642,63011
796197,346443
189602,79677
659954,286579
1988125,879799
1253111,555281
1263560,560543
817125,354500
1281918,569389
66866,28942
1428648,639350
844,380
2230099,988142
2050817,907885
499491,213933
1549159,691064
2080836,920793
1628871,726687
764725,333443
235224,98710
2038385,902951
556083,238600
1185602,522723
510794,219289
825785,358314
604464,260096
4670,1605
337034,142553
2193623,971017
642319,277947
650310,281931
376811,160954
2047605,906788
1545987,689070
1218288,538995
1464171,654577
1337154,595197
1906927,841694
2069604,915882
526075,226011
2113913,933912
237473,99567
1005366,439981
1199994,530138
2220445,983880
5617,1947
904490,394510
205965,86777
1755794,777469
595423,255762
114197,48449
299993,126293
1700166,755809
713623,311296
1578938,704068
253242,106369
1147326,504243
245130,102955
89099,38110
1844810,815352
519306,222879
1201602,531426
1914444,844473
2041308,903727
1809188,800211
2147903,948210
1510001,675534
1421358,635991
1554568,693315
651058,282283
1576758,702856
783800,341576
625571,269654
2008850,889142
699487,304329
864619,377252
910118,396684
315688,133083
1526845,681564
835251,362414
2018301,894433
2155702,951713
653190,283564
1598713,712568
1690217,751585
1638529,730340
1923697,849193
77465,32987
303511,127430
1004261,439493
1645986,733088
118340,50145
2181755,964528
358073,151942
968050,425110
228097,95884
1748941,774880
1296217,576409
1353323,602764
1754903,777178
1656946,737957
2246557,996437
2065497,914033
1081851,475121
486344,207514
1947418,860699
1583608,706963
27177,11764
1320056,587026
306453,128882
255035,107282
1262158,560091
1311885,583782
1186609,523562
1934398,855096
483702,206309
319093,134878
379147,161921
1587038,708091
1934842,855176
1284331,570398
273237,113777
2016523,893361
1545817,688912
1393913,622897
1378434,615987
1585354,707555
689039,299769
438425,185865
958070,419872
1936312,855787
342654,144754
107329,45462
671125,291715
1346948,600371
515703,221222
407140,173470
2183274,965696
1644458,732280
1188847,524607
1304674,580399
553047,237471
154944,64811
24847,10776
23775,10379
1996840,883816
1141362,501477
341418,144382
1046546,458334
1437287,643224
406121,173139
821641,356283
1315877,585213
1309161,582263
524067,225288
1034668,453625
1696473,753881
731471,318875
1705000,757798
2088575,923904
1986408,878873
1469423,656454
148452,62377
2157806,952983
40188,17944
405751,172796
235812,98883
502784,215787
1442133,645517
1394953,623493
2132545,941802
452501,192054
1926876,850631
228209,95969
1720782,764317
775462,337611
997122,437234
908247,395981
1033132,452516
1533392,684013
1821339,804712
1603850,715197
301907,126955
2246911,996528
518927,222735
1280657,568728
345568,146126
1734656,768838
741114,323019
753705,327415
704722,307205
834560,362232
534771,230373
1743316,772152
111467,47440
1917347,846006
1672122,744494
1895885,836473
1683668,748718
1617477,721152
390019,166154
1130697,496139
1115387,489964
556819,239027
293197,122557
468091,198457
347761,146960
828202,359329
925490,404282
1222718,542007
389896,166091
46020,20870
1498594,669282
577879,248489
2222958,984792
65150,28303
20138,8408
121587,51651
1988325,879954
864155,377061
1456114,651393
348112,147412
948955,415603
1102532,485008
80419,34263
878924,383196
1342077,597911
827541,359073
742109,323263
1350696,601781
1520753,679323
1150543,505342
1771404,784534
1055943,463663
498547,213548
1305039,580538
397578,169431
841860,365521
2223759,985287
439872,186538
1610393,717604
1541709,687301
1651432,735213
275045,114379
1138410,500743
2005454,888012
1276823,566160
807275,351123
497900,213381
2048772,907537
599534,257895
2131081,941296
546954,235213
1570434,700487
173612,73517
1063381,466435
528009,227026
2138581,944612
529828,227705
1716377,762779
1924563,849693
2190367,969084
1333293,593455
200386,84523
2139815,945138
1199531,529929
1381776,617724
2159621,953847
1250744,553985
1138511,500817
50937,22390
1219017,539417
1279406,568213
2244777,995483
1443777,646207
1819854,804253
453336,192375
1116694,490441
111259,47415
994446,436113
2121635,937380
1979305,875225
2039398,903189
1380182,616896
1482018,662100
1127333,494309
847037,368440
1804892,798372
218711,92044
1569965,700254
1284600,570522
1795934,794242
1204177,532611
1988754,880238
1808882,800165
1308620,582088
1992154,881914
1071567,470784
2195575,972123
1462551,653867
1134741,497898
134417,57018
1799569,795737
2176719,962170
1580657,705130
825206,358073
1547111,690176
890667,388534
604573,260137
940106,410912
1295240,575712
2079441,920418
823997,357717
2108264,930737
959917,421072
1351640,602041
1418371,634376
400173,170501
805482,350014
1837629,811450
486871,207680
1254523,556241
1546626,689453
1930623,852981
391114,166919
1618540,721441
158890,66722
296185,124857
1533526,684023
2172565,960378
2088246,923872
2029349,898657
1537810,685747
290682,121710
619922,266911
2126982,939676
62672,27511
964615,423413
1596856,711934
466797,197948
1890892,834324
1571261,700775
803491,349120
1362152,607149
436233,184798
1975963,874060
1021615,447079
488495,208344
1737627,769830
832210,361030
219524,92405
774711,337196
1917885,846341
758288,330305
4518,1558
1504737,672465
1570936,700704
271202,112915
1397193,624684
1856054,819823
190534,79923
490266,209743
1996004,883413
1870805,825761
2245286,995812
591743,254116
2035886,901425
582163,250196
235531,98817
1249228,553319
60694,26657
1778946,787365
381648,162908
1606898,716225
901105,392883
957289,419439
435597,184614
1440771,644741
885504,386366
1451044,649075
607003,261098
280973,117970
1668697,742626
138459,58590
1058670,464356
1342416,597922
1785557,789721
660222,286736
465115,197403
1222604,542004
1760109,780145
2023792,896478
351037,148733
1042897,456386
568576,244700
562275,241734
435474,184592
670164,291344
848227,369170
1911571,843119
1521261,679623
1068879,469604
771290,335955
2018924,894737
1251937,554504
674167,293157
532161,229177
1278550,567512
868887,379068
643368,278394
814380,353674
648399,281165
967819,424922
1271460,564548
1009372,441743
891236,388696
328057,138988
29657,12812
930679,406863
221734,93363
793848,345582
822888,356744
835669,362522
2236605,991387
469765,199202
486094,207321
2196477,972417
1314062,584728
2172379,960261
2073220,917865
159145,66748
1603994,715203
1510942,675831
1067991,468901
319332,135185
1072910,471606
2069479,915844
159389,67052
1459754,652763
929331,406189
1868384,824336
2178777,963071
193023,81169
854721,372082
1379130,616295
682379,296813
272023,113495
695423,302391
41502,19136
758434,330372
2133551,942265
1069504,469745
1809315,800233
315791,133119
946137,414258
573010,245991
1368372,610582
700346,304764
2207783,977424
1010204,442115
1708165,759267
1597242,712046
1212846,536334
1298920,577366
777005,338274
1382010,617915
144610,60872
2123436,937922
1759284,779637
1371862,612722
287911,120692
1988982,880299
369603,157728
1111678,488993
993245,435468
552240,237218
1034174,453453
846781,368410
238945,100247
1973130,872478
921924,402295
1622577,723297
1513927,676857
241482,101315
567676,244420
269590,112317
2206119,976379
1113785,489448
1134392,497678
183058,77542
618231,265814
1828723,807330
1472129,657701
1629353,726870
2191903,969958
1067700,468805
334652,141701
452045,192011
1190326,525341
2251209,998085
1516094,677668
957417,419450
1359846,605831
1731995,767939
2153873,951056
1977870,874753
1773940,785576
948437,415114
385460,164211
2004046,887104
192785,81075
1726515,766187
1097476,482359
1347341,600495
832637,361250
2070455,916406
2060367,912607
1001144,438575
675998,294392
798384,347308
1205486,533157
941819,411428
1811339,801066
597274,256947
309131,130145
1929744,852543
93691,40133
698322,303667
1772589,785195
2111660,932334
1519675,678718
448789,190526
1810365,800669
1890715,834285
2243937,995127
314337,132595
861846,376392
1731373,767751
1306553,581139
459542,194978
1196432,527997
1030122,450455
1962633,867586
1924311,849528
1304048,579919
653805,283615
2198818,973670
1126610,493972
567081,244186
2189750,968666
1005061,439916
418494,178511
1232893,547042
702555,306095
547863,235493
1313936,584549
668452,289991
882651,384598
1911311,842902
1278929,567908
1986297,878809
344638,146048
931210,407067
1612525,718445
1834072,809730
874171,381183
538023,231778
1616580,720599
989278,433432
1411913,631879
448449,190362
779369,339906
576465,247728
958472,419985
1512373,676345
1193989,526862
1568837,699957
377997,161415
792288,345001
1693926,753146
380669,162541
647540,280875
1287055,571596
1053183,462200
1266438,562008
2180463,963866
174744,74096
814833,353944
1951281,862760
1039266,454911
1202546,531826
79354,33872
199015,83777
681500,296416
292289,122064
2032531,899833
992739,435133
1049024,459370
2189395,968461
1858312,820589
235683,98870
1781084,788011
1382982,618199
1981834,876449
153276,64051
143513,60373
643217,278365
438165,185820
434140,184291
1420585,635870
1854933,819377
241815,101489
1043655,456777
195747,82125
1290972,573748
1655075,736931
2208299,977732
1449939,648662
1869424,824754
1777244,786661
2246438,996375
532762,229689
1155180,508070
1616303,720572
820806,355954
579353,249021
1530734,682892
1918758,846928
1416421,633704
1668824,742654
989400,433541
1799409,795643
1460235,653175
353526,149567
2033442,900247
1900920,838891
971043,426062
1034059,453314
1615521,719951
855967,372688
548652,235799
1529682,682426
1011280,442629
918349,400585
2147652,948174
1339455,596395
293351,122687
